Order ID,Order Date,Customer Name,Segment,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Region,City,State
ORD-10452,2024-10-25,Customer 077,Consumer,Furniture,Bookcases,Bookshelf,1261.62,4,0.05,218.3,South,Bengaluru,Karnataka
ORD-10155,2024-10-30,Customer 069,Corporate,Office Supplies,Paper,File Folder,66.9,1,0.15,8.14,West,Mumbai,Maharashtra
ORD-10292,2024-11-02,Customer 073,Consumer,Office Supplies,Paper,File Folder,199.13,3,0.2,29.82,South,Bengaluru,Karnataka
ORD-10140,2024-11-04,Customer 055,Consumer,Office Supplies,Binders,Binder,610.24,7,0.2,51.19,South,Bengaluru,Karnataka
ORD-10446,2024-11-05,Customer 044,Corporate,Technology,Phones,Keyboard,3373.02,7,0.2,211.7,East,Kolkata,West Bengal
ORD-10343,2024-11-06,Customer 046,Home Office,Office Supplies,Binders,Notebook,248.87,5,0.2,23.56,South,Bengaluru,Karnataka
ORD-10301,2024-11-06,Customer 026,Consumer,Office Supplies,Binders,Notebook,187.37,4,0.1,18.08,South,Bengaluru,Karnataka
ORD-10457,2024-11-08,Customer 026,Corporate,Office Supplies,Binders,Notebook,296.85,7,0.1,52.33,East,Kolkata,West Bengal
ORD-10148,2024-11-08,Customer 064,Consumer,Furniture,Tables,Office Chair,388.61,1,0.2,-10.8,South,Bengaluru,Karnataka
ORD-10212,2024-11-08,Customer 070,Consumer,Furniture,Tables,Conference Table,1307.29,6,0.1,154.48,West,Mumbai,Maharashtra
ORD-10069,2024-11-10,Customer 070,Corporate,Office Supplies,Binders,Notebook,409.34,5,0.1,43.27,East,Kolkata,West Bengal
ORD-10145,2024-11-13,Customer 060,Consumer,Technology,Computers,Smartphone,2003.99,4,0.1,232.97,West,Mumbai,Maharashtra
ORD-10074,2024-11-14,Customer 073,Corporate,Technology,Computers,Smartphone,2194.77,4,0.0,328.38,Central,Delhi,Delhi
ORD-10459,2024-11-15,Customer 007,Corporate,Office Supplies,Binders,Notebook,118.17,3,0.05,28.25,West,Mumbai,Maharashtra
ORD-10476,2024-11-18,Customer 026,Corporate,Office Supplies,Paper,File Folder,142.18,4,0.0,26.24,South,Bengaluru,Karnataka
ORD-10120,2024-11-18,Customer 056,Corporate,Furniture,Tables,Cabinet,893.33,4,0.2,36.55,South,Bengaluru,Karnataka
ORD-10250,2024-11-19,Customer 033,Consumer,Furniture,Bookcases,Cabinet,1618.08,7,0.15,30.84,West,Mumbai,Maharashtra
ORD-10495,2024-11-20,Customer 059,Consumer,Furniture,Bookcases,Bookshelf,382.28,2,0.05,30.19,West,Mumbai,Maharashtra
ORD-10327,2024-11-20,Customer 028,Consumer,Technology,Accessories,Smartphone,240.79,1,0.3,4.17,East,Kolkata,West Bengal
ORD-10089,2024-11-22,Customer 001,Consumer,Technology,Phones,Monitor,2803.81,6,0.0,599.71,West,Mumbai,Maharashtra
ORD-10454,2024-11-23,Customer 059,Consumer,Office Supplies,Storage,File Folder,218.45,6,0.3,10.44,Central,Delhi,Delhi
ORD-10093,2024-11-23,Customer 054,Consumer,Office Supplies,Paper,Notebook,41.44,1,0.15,3.96,East,Kolkata,West Bengal
ORD-10470,2024-11-25,Customer 039,Consumer,Office Supplies,Paper,Notebook,163.92,2,0.1,26.49,Central,Delhi,Delhi
ORD-10012,2024-11-26,Customer 062,Consumer,Furniture,Chairs,Cabinet,635.12,6,0.1,36.92,East,Kolkata,West Bengal
ORD-10241,2024-11-27,Customer 054,Consumer,Technology,Phones,Monitor,1658.68,3,0.1,341.07,Central,Delhi,Delhi
ORD-10411,2024-11-30,Customer 022,Consumer,Technology,Computers,Laptop,515.52,1,0.2,23.74,East,Kolkata,West Bengal
ORD-10059,2024-11-30,Customer 030,Corporate,Furniture,Bookcases,Bookshelf,597.77,3,0.1,51.72,Central,Delhi,Delhi
ORD-10230,2024-12-03,Customer 058,Corporate,Technology,Accessories,Laptop,2924.96,5,0.15,270.36,Central,Delhi,Delhi
ORD-10435,2024-12-04,Customer 053,Corporate,Furniture,Chairs,Desk,288.76,1,0.2,18.74,Central,Delhi,Delhi
ORD-10246,2024-12-06,Customer 049,Consumer,Technology,Phones,Keyboard,2981.54,6,0.05,480.51,West,Mumbai,Maharashtra
ORD-10486,2024-12-09,Customer 035,Home Office,Office Supplies,Paper,Binder,59.48,1,0.1,7.27,South,Bengaluru,Karnataka
ORD-10358,2024-12-13,Customer 031,Corporate,Office Supplies,Binders,Binder,229.11,3,0.15,24.14,East,Kolkata,West Bengal
ORD-10131,2024-12-14,Customer 064,Consumer,Office Supplies,Binders,Notebook,86.31,1,0.0,10.84,South,Bengaluru,Karnataka
ORD-10208,2024-12-15,Customer 055,Corporate,Furniture,Tables,Cabinet,1583.96,7,0.05,208.6,East,Kolkata,West Bengal
ORD-10193,2024-12-15,Customer 008,Consumer,Technology,Accessories,Monitor,1061.35,3,0.1,170.7,West,Mumbai,Maharashtra
ORD-10404,2024-12-16,Customer 050,Home Office,Technology,Computers,Tablet,1551.17,4,0.15,178.01,Central,Delhi,Delhi
ORD-10121,2024-12-18,Customer 059,Home Office,Office Supplies,Paper,Storage Box,59.62,1,0.15,7.55,East,Kolkata,West Bengal
ORD-10262,2024-12-19,Customer 032,Corporate,Technology,Accessories,Keyboard,3320.37,6,0.05,457.47,West,Mumbai,Maharashtra
ORD-10284,2024-12-20,Customer 047,Consumer,Technology,Computers,Tablet,272.12,4,0.2,18.8,South,Bengaluru,Karnataka
ORD-10416,2024-12-20,Customer 032,Corporate,Office Supplies,Binders,File Folder,362.83,5,0.3,11.16,West,Mumbai,Maharashtra
ORD-10287,2024-12-21,Customer 021,Consumer,Office Supplies,Binders,File Folder,339.2,4,0.0,60.09,Central,Delhi,Delhi
ORD-10465,2024-12-22,Customer 030,Corporate,Office Supplies,Binders,Storage Box,380.36,6,0.1,26.26,East,Kolkata,West Bengal
ORD-10295,2024-12-27,Customer 057,Corporate,Furniture,Bookcases,Conference Table,737.8,6,0.0,74.89,West,Mumbai,Maharashtra
ORD-10097,2024-12-29,Customer 024,Consumer,Technology,Phones,Laptop,784.4,2,0.3,22.88,West,Mumbai,Maharashtra
ORD-10003,2025-01-01,Customer 060,Consumer,Technology,Accessories,Smartphone,710.8,2,0.15,63.08,East,Kolkata,West Bengal
ORD-10477,2025-01-04,Customer 047,Home Office,Office Supplies,Binders,Storage Box,153.59,5,0.1,24.61,Central,Delhi,Delhi
ORD-10216,2025-01-05,Customer 012,Consumer,Furniture,Chairs,Cabinet,310.99,2,0.05,34.47,East,Kolkata,West Bengal
ORD-10108,2025-01-06,Customer 039,Consumer,Office Supplies,Paper,Binder,162.24,2,0.15,17.31,Central,Delhi,Delhi
ORD-10162,2025-01-07,Customer 052,Corporate,Office Supplies,Storage,File Folder,140.49,5,0.0,27.7,East,Kolkata,West Bengal
ORD-10195,2025-01-08,Customer 013,Corporate,Technology,Accessories,Smartphone,697.29,2,0.3,29.87,Central,Delhi,Delhi
ORD-10274,2025-01-09,Customer 034,Corporate,Office Supplies,Storage,Binder,111.29,6,0.0,22.97,South,Bengaluru,Karnataka
ORD-10334,2025-01-11,Customer 041,Consumer,Technology,Computers,Laptop,1357.47,3,0.1,166.15,South,Bengaluru,Karnataka
ORD-10462,2025-01-11,Customer 018,Consumer,Technology,Computers,Monitor,1526.46,2,0.1,206.11,East,Kolkata,West Bengal
ORD-10194,2025-01-16,Customer 068,Corporate,Office Supplies,Paper,Notebook,30.89,1,0.0,5.71,East,Kolkata,West Bengal
ORD-10391,2025-01-17,Customer 022,Corporate,Technology,Computers,Keyboard,2827.96,6,0.1,211.95,East,Kolkata,West Bengal
ORD-10273,2025-01-18,Customer 004,Consumer,Technology,Computers,Laptop,1409.88,4,0.05,228.25,West,Mumbai,Maharashtra
ORD-10328,2025-01-21,Customer 010,Consumer,Furniture,Tables,Conference Table,227.41,1,0.0,17.44,Central,Delhi,Delhi
ORD-10280,2025-01-24,Customer 069,Home Office,Furniture,Chairs,Desk,587.08,2,0.0,52.26,South,Bengaluru,Karnataka
ORD-10188,2025-01-29,Customer 063,Consumer,Furniture,Tables,Cabinet,1052.9,5,0.05,83.65,South,Bengaluru,Karnataka
ORD-10471,2025-01-30,Customer 038,Consumer,Technology,Computers,Tablet,944.11,3,0.1,141.06,Central,Delhi,Delhi
ORD-10110,2025-01-31,Customer 033,Home Office,Furniture,Bookcases,Conference Table,1762.38,7,0.15,-35.94,West,Mumbai,Maharashtra
ORD-10385,2025-02-02,Customer 015,Consumer,Furniture,Chairs,Cabinet,361.11,1,0.15,22.36,Central,Delhi,Delhi
ORD-10029,2025-02-03,Customer 014,Home Office,Technology,Accessories,Laptop,2159.66,4,0.15,284.14,Central,Delhi,Delhi
ORD-10324,2025-02-04,Customer 006,Consumer,Furniture,Chairs,Office Chair,571.24,4,0.05,33.96,East,Kolkata,West Bengal
ORD-10062,2025-02-06,Customer 021,Consumer,Technology,Computers,Tablet,884.24,3,0.0,172.53,South,Bengaluru,Karnataka
ORD-10142,2025-02-07,Customer 037,Consumer,Office Supplies,Paper,File Folder,62.69,1,0.15,8.58,South,Bengaluru,Karnataka
ORD-10305,2025-02-07,Customer 035,Consumer,Office Supplies,Paper,Storage Box,366.89,3,0.1,37.09,Central,Delhi,Delhi
ORD-10177,2025-02-10,Customer 026,Corporate,Furniture,Chairs,Desk,78.61,1,0.05,8.47,Central,Delhi,Delhi
ORD-10047,2025-02-12,Customer 056,Consumer,Office Supplies,Paper,Binder,223.05,5,0.1,22.84,East,Kolkata,West Bengal
ORD-10438,2025-02-13,Customer 075,Home Office,Office Supplies,Paper,Printer Paper,464.01,7,0.0,87.29,Central,Delhi,Delhi
ORD-10013,2025-02-14,Customer 009,Consumer,Office Supplies,Binders,Notebook,116.1,4,0.0,19.67,East,Kolkata,West Bengal
ORD-10296,2025-02-15,Customer 075,Consumer,Office Supplies,Paper,Binder,166.23,3,0.2,16.84,East,Kolkata,West Bengal
ORD-10039,2025-02-16,Customer 036,Consumer,Furniture,Bookcases,Office Chair,1732.43,7,0.1,76.6,East,Kolkata,West Bengal
ORD-10345,2025-02-17,Customer 057,Consumer,Technology,Computers,Laptop,2968.69,6,0.05,472.13,East,Kolkata,West Bengal
ORD-10019,2025-02-18,Customer 042,Consumer,Technology,Phones,Smartphone,634.15,1,0.05,113.32,South,Bengaluru,Karnataka
ORD-10187,2025-02-26,Customer 005,Consumer,Furniture,Bookcases,Cabinet,1498.78,6,0.15,117.7,East,Kolkata,West Bengal
ORD-10436,2025-02-26,Customer 031,Corporate,Furniture,Tables,Desk,882.79,4,0.1,113.1,East,Kolkata,West Bengal
ORD-10215,2025-03-01,Customer 026,Consumer,Technology,Computers,Smartphone,1381.65,3,0.2,118.1,South,Bengaluru,Karnataka
ORD-10152,2025-03-03,Customer 038,Consumer,Furniture,Chairs,Office Chair,2077.93,7,0.1,-45.48,South,Bengaluru,Karnataka
ORD-10386,2025-03-03,Customer 038,Corporate,Office Supplies,Paper,Notebook,10.0,1,0.15,1.77,Central,Delhi,Delhi
ORD-10478,2025-03-03,Customer 065,Consumer,Technology,Accessories,Laptop,3704.24,7,0.15,322.46,Central,Delhi,Delhi
ORD-10354,2025-03-04,Customer 015,Consumer,Office Supplies,Binders,Notebook,207.23,7,0.2,17.39,East,Kolkata,West Bengal
ORD-10483,2025-03-07,Customer 006,Consumer,Technology,Phones,Tablet,1827.33,5,0.1,267.67,East,Kolkata,West Bengal
ORD-10239,2025-03-07,Customer 030,Consumer,Technology,Phones,Laptop,3766.47,7,0.15,621.79,Central,Delhi,Delhi
ORD-10405,2025-03-08,Customer 062,Consumer,Office Supplies,Storage,Notebook,271.99,6,0.05,42.9,South,Bengaluru,Karnataka
ORD-10375,2025-03-09,Customer 033,Corporate,Furniture,Tables,Desk,1883.54,7,0.0,222.25,Central,Delhi,Delhi
ORD-10228,2025-03-09,Customer 006,Corporate,Furniture,Tables,Cabinet,738.19,3,0.15,21.14,South,Bengaluru,Karnataka
ORD-10449,2025-03-12,Customer 001,Consumer,Office Supplies,Storage,Binder,266.3,5,0.05,53.74,East,Kolkata,West Bengal
ORD-10167,2025-03-14,Customer 069,Consumer,Furniture,Bookcases,Conference Table,1196.88,4,0.15,65.34,Central,Delhi,Delhi
ORD-10488,2025-03-14,Customer 018,Consumer,Furniture,Bookcases,Office Chair,147.3,1,0.0,15.53,East,Kolkata,West Bengal
ORD-10475,2025-03-16,Customer 051,Consumer,Technology,Accessories,Keyboard,977.03,3,0.0,178.86,South,Bengaluru,Karnataka
ORD-10451,2025-03-16,Customer 052,Consumer,Office Supplies,Binders,Binder,343.62,6,0.15,38.61,East,Kolkata,West Bengal
ORD-10173,2025-03-17,Customer 036,Home Office,Office Supplies,Binders,Notebook,149.96,3,0.0,37.76,East,Kolkata,West Bengal
ORD-10360,2025-03-17,Customer 017,Consumer,Technology,Computers,Monitor,3492.7,5,0.05,417.26,Central,Delhi,Delhi
ORD-10259,2025-03-18,Customer 067,Home Office,Furniture,Chairs,Conference Table,216.46,1,0.0,18.53,South,Bengaluru,Karnataka
ORD-10439,2025-03-19,Customer 042,Consumer,Office Supplies,Paper,Binder,142.52,4,0.0,27.03,East,Kolkata,West Bengal
ORD-10409,2025-03-20,Customer 054,Consumer,Technology,Computers,Tablet,2073.94,4,0.15,182.13,West,Mumbai,Maharashtra
ORD-10045,2025-03-20,Customer 054,Corporate,Technology,Phones,Monitor,345.38,1,0.0,76.26,West,Mumbai,Maharashtra
ORD-10070,2025-03-21,Customer 062,Corporate,Technology,Accessories,Keyboard,2505.1,6,0.2,4.16,South,Bengaluru,Karnataka
ORD-10056,2025-03-24,Customer 032,Consumer,Technology,Phones,Laptop,1898.15,6,0.05,236.15,Central,Delhi,Delhi
ORD-10052,2025-03-25,Customer 010,Home Office,Technology,Accessories,Tablet,2153.3,5,0.1,311.08,West,Mumbai,Maharashtra
ORD-10281,2025-03-27,Customer 015,Home Office,Technology,Computers,Laptop,479.12,1,0.2,18.4,Central,Delhi,Delhi
ORD-10283,2025-03-27,Customer 047,Home Office,Technology,Phones,Tablet,1793.3,5,0.0,278.13,East,Kolkata,West Bengal
ORD-10383,2025-03-28,Customer 064,Corporate,Furniture,Tables,Desk,1848.92,7,0.15,-29.72,South,Bengaluru,Karnataka
ORD-10464,2025-03-30,Customer 001,Consumer,Office Supplies,Binders,File Folder,257.84,4,0.05,48.88,West,Mumbai,Maharashtra
ORD-10100,2025-03-30,Customer 010,Home Office,Technology,Accessories,Smartphone,1961.3,4,0.1,302.98,West,Mumbai,Maharashtra
ORD-10168,2025-03-30,Customer 032,Corporate,Furniture,Chairs,Cabinet,177.84,1,0.05,11.45,East,Kolkata,West Bengal
ORD-10304,2025-03-31,Customer 048,Consumer,Technology,Accessories,Tablet,1702.16,5,0.15,110.6,East,Kolkata,West Bengal
ORD-10075,2025-04-03,Customer 009,Consumer,Office Supplies,Binders,Binder,265.35,6,0.2,35.86,Central,Delhi,Delhi
ORD-10000,2025-04-03,Customer 024,Corporate,Office Supplies,Paper,Binder,159.71,5,0.0,42.2,East,Kolkata,West Bengal
ORD-10233,2025-04-04,Customer 017,Corporate,Office Supplies,Binders,Storage Box,135.94,3,0.15,21.86,Central,Delhi,Delhi
ORD-10445,2025-04-06,Customer 078,Corporate,Furniture,Tables,Bookshelf,1891.78,7,0.1,58.4,South,Bengaluru,Karnataka
ORD-10199,2025-04-10,Customer 002,Consumer,Office Supplies,Storage,File Folder,229.96,3,0.05,34.15,Central,Delhi,Delhi
ORD-10179,2025-04-10,Customer 078,Home Office,Office Supplies,Binders,Notebook,224.93,7,0.15,24.05,South,Bengaluru,Karnataka
ORD-10088,2025-04-13,Customer 049,Consumer,Furniture,Chairs,Office Chair,164.69,1,0.05,19.71,South,Bengaluru,Karnataka
ORD-10205,2025-04-13,Customer 054,Corporate,Office Supplies,Paper,File Folder,167.83,4,0.0,36.95,East,Kolkata,West Bengal
ORD-10021,2025-04-17,Customer 025,Consumer,Furniture,Chairs,Conference Table,857.27,3,0.05,125.3,South,Bengaluru,Karnataka
ORD-10126,2025-04-18,Customer 050,Home Office,Furniture,Bookcases,Office Chair,920.95,4,0.05,65.84,Central,Delhi,Delhi
ORD-10046,2025-04-20,Customer 072,Consumer,Furniture,Bookcases,Bookshelf,1092.87,5,0.0,121.68,East,Kolkata,West Bengal
ORD-10090,2025-04-21,Customer 030,Corporate,Office Supplies,Storage,Binder,139.13,3,0.1,11.31,Central,Delhi,Delhi
ORD-10079,2025-04-22,Customer 027,Corporate,Furniture,Bookcases,Bookshelf,492.13,2,0.1,25.86,West,Mumbai,Maharashtra
ORD-10395,2025-04-23,Customer 053,Consumer,Technology,Computers,Laptop,1712.98,3,0.1,225.19,South,Bengaluru,Karnataka
ORD-10359,2025-04-24,Customer 058,Corporate,Office Supplies,Paper,File Folder,81.88,1,0.15,10.64,Central,Delhi,Delhi
ORD-10024,2025-04-25,Customer 069,Consumer,Office Supplies,Binders,Binder,165.75,3,0.1,31.26,South,Bengaluru,Karnataka
ORD-10392,2025-04-25,Customer 001,Consumer,Office Supplies,Binders,Printer Paper,81.06,1,0.0,17.89,East,Kolkata,West Bengal
ORD-10103,2025-04-26,Customer 073,Corporate,Office Supplies,Storage,Binder,219.59,4,0.1,27.5,East,Kolkata,West Bengal
ORD-10192,2025-04-27,Customer 024,Consumer,Office Supplies,Paper,Storage Box,70.27,1,0.15,10.84,South,Bengaluru,Karnataka
ORD-10260,2025-04-29,Customer 037,Home Office,Furniture,Bookcases,Bookshelf,600.22,3,0.05,84.31,East,Kolkata,West Bengal
ORD-10493,2025-05-01,Customer 023,Consumer,Technology,Computers,Smartphone,1424.65,6,0.3,3.62,West,Mumbai,Maharashtra
ORD-10196,2025-05-02,Customer 059,Corporate,Furniture,Bookcases,Desk,1663.95,7,0.0,154.33,West,Mumbai,Maharashtra
ORD-10387,2025-05-02,Customer 013,Home Office,Technology,Computers,Smartphone,2362.94,7,0.1,415.18,East,Kolkata,West Bengal
ORD-10293,2025-05-03,Customer 029,Consumer,Technology,Computers,Laptop,989.29,5,0.0,153.48,South,Bengaluru,Karnataka
ORD-10384,2025-05-04,Customer 057,Corporate,Furniture,Bookcases,Conference Table,619.23,4,0.1,39.79,East,Kolkata,West Bengal
ORD-10473,2025-05-05,Customer 080,Corporate,Technology,Accessories,Keyboard,3906.64,5,0.0,773.09,South,Bengaluru,Karnataka
ORD-10202,2025-05-05,Customer 010,Corporate,Technology,Phones,Tablet,315.26,1,0.2,16.2,West,Mumbai,Maharashtra
ORD-10482,2025-05-05,Customer 018,Corporate,Technology,Phones,Tablet,253.66,7,0.05,34.72,East,Kolkata,West Bengal
ORD-10243,2025-05-06,Customer 066,Consumer,Office Supplies,Storage,File Folder,276.0,4,0.3,4.08,Central,Delhi,Delhi
ORD-10380,2025-05-08,Customer 011,Corporate,Technology,Accessories,Monitor,2016.13,4,0.2,159.79,Central,Delhi,Delhi
ORD-10412,2025-05-10,Customer 078,Home Office,Furniture,Bookcases,Office Chair,128.81,1,0.15,5.59,Central,Delhi,Delhi
ORD-10314,2025-05-10,Customer 047,Corporate,Furniture,Tables,Cabinet,154.25,1,0.0,14.24,Central,Delhi,Delhi
ORD-10398,2025-05-13,Customer 054,Consumer,Furniture,Chairs,Cabinet,547.73,5,0.15,3.17,East,Kolkata,West Bengal
ORD-10176,2025-05-14,Customer 014,Consumer,Furniture,Tables,Desk,1700.65,7,0.1,161.66,Central,Delhi,Delhi
ORD-10291,2025-05-15,Customer 025,Corporate,Technology,Accessories,Tablet,2887.94,7,0.05,457.07,West,Mumbai,Maharashtra
ORD-10333,2025-05-21,Customer 025,Consumer,Technology,Phones,Smartphone,2677.74,6,0.0,467.99,Central,Delhi,Delhi
ORD-10066,2025-05-22,Customer 018,Consumer,Furniture,Tables,Cabinet,528.79,2,0.1,39.31,Central,Delhi,Delhi
ORD-10448,2025-05-22,Customer 072,Consumer,Office Supplies,Paper,Notebook,284.54,5,0.05,41.9,South,Bengaluru,Karnataka
ORD-10054,2025-05-25,Customer 001,Consumer,Office Supplies,Paper,Binder,124.91,3,0.0,25.39,Central,Delhi,Delhi
ORD-10018,2025-05-25,Customer 019,Consumer,Technology,Phones,Monitor,2156.37,3,0.0,444.66,Central,Delhi,Delhi
ORD-10143,2025-05-26,Customer 066,Corporate,Furniture,Tables,Office Chair,299.22,3,0.15,29.19,South,Bengaluru,Karnataka
ORD-10116,2025-05-31,Customer 005,Corporate,Furniture,Chairs,Bookshelf,939.89,5,0.3,-45.23,Central,Delhi,Delhi
ORD-10025,2025-06-01,Customer 037,Home Office,Office Supplies,Storage,Notebook,54.78,1,0.05,9.76,East,Kolkata,West Bengal
ORD-10498,2025-06-01,Customer 024,Consumer,Technology,Computers,Keyboard,2496.14,5,0.05,411.15,West,Mumbai,Maharashtra
ORD-10299,2025-06-01,Customer 008,Consumer,Furniture,Tables,Desk,298.12,6,0.0,49.49,Central,Delhi,Delhi
ORD-10132,2025-06-04,Customer 038,Consumer,Furniture,Bookcases,Conference Table,2076.81,6,0.05,285.63,South,Bengaluru,Karnataka
ORD-10080,2025-06-05,Customer 005,Home Office,Technology,Phones,Keyboard,1858.72,5,0.05,305.08,East,Kolkata,West Bengal
ORD-10096,2025-06-06,Customer 002,Consumer,Technology,Computers,Monitor,2977.67,5,0.15,273.81,Central,Delhi,Delhi
ORD-10130,2025-06-07,Customer 018,Home Office,Office Supplies,Storage,Notebook,100.71,2,0.05,18.44,South,Bengaluru,Karnataka
ORD-10285,2025-06-11,Customer 009,Corporate,Furniture,Bookcases,Conference Table,315.1,1,0.2,0.13,Central,Delhi,Delhi
ORD-10414,2025-06-15,Customer 006,Consumer,Furniture,Tables,Office Chair,1265.21,7,0.1,83.55,South,Bengaluru,Karnataka
ORD-10356,2025-06-15,Customer 064,Home Office,Office Supplies,Paper,Notebook,350.7,5,0.3,-18.38,West,Mumbai,Maharashtra
ORD-10422,2025-06-17,Customer 065,Consumer,Office Supplies,Paper,Notebook,240.54,3,0.15,19.76,South,Bengaluru,Karnataka
ORD-10355,2025-06-17,Customer 006,Consumer,Furniture,Tables,Office Chair,433.41,2,0.0,52.76,East,Kolkata,West Bengal
ORD-10289,2025-06-19,Customer 029,Consumer,Furniture,Tables,Office Chair,615.4,4,0.2,28.22,South,Bengaluru,Karnataka
ORD-10402,2025-06-20,Customer 034,Consumer,Technology,Computers,Monitor,554.95,2,0.3,13.29,South,Bengaluru,Karnataka
ORD-10181,2025-06-20,Customer 079,Home Office,Office Supplies,Storage,Notebook,287.07,6,0.0,48.87,South,Bengaluru,Karnataka
ORD-10352,2025-06-20,Customer 003,Corporate,Office Supplies,Binders,Notebook,344.62,7,0.15,39.97,East,Kolkata,West Bengal
ORD-10127,2025-06-21,Customer 046,Consumer,Technology,Computers,Tablet,2786.28,4,0.15,266.17,South,Bengaluru,Karnataka
ORD-10370,2025-06-24,Customer 019,Consumer,Office Supplies,Storage,Storage Box,115.96,5,0.0,18.06,West,Mumbai,Maharashtra
ORD-10118,2025-06-24,Customer 009,Consumer,Technology,Phones,Laptop,96.31,1,0.05,12.15,West,Mumbai,Maharashtra
ORD-10466,2025-06-24,Customer 033,Corporate,Furniture,Chairs,Conference Table,605.67,6,0.2,27.01,East,Kolkata,West Bengal
ORD-10277,2025-06-27,Customer 062,Consumer,Office Supplies,Paper,Binder,41.49,1,0.15,5.6,South,Bengaluru,Karnataka
ORD-10063,2025-06-29,Customer 049,Consumer,Furniture,Chairs,Cabinet,1270.55,6,0.05,78.07,East,Kolkata,West Bengal
ORD-10040,2025-07-01,Customer 024,Home Office,Technology,Accessories,Keyboard,744.59,1,0.15,110.3,South,Bengaluru,Karnataka
ORD-10367,2025-07-03,Customer 048,Corporate,Technology,Computers,Keyboard,2921.08,6,0.15,251.27,South,Bengaluru,Karnataka
ORD-10242,2025-07-03,Customer 020,Corporate,Office Supplies,Paper,Binder,96.56,2,0.2,7.66,Central,Delhi,Delhi
ORD-10433,2025-07-03,Customer 070,Home Office,Technology,Accessories,Monitor,1335.81,4,0.0,225.75,Central,Delhi,Delhi
ORD-10134,2025-07-06,Customer 017,Consumer,Furniture,Tables,Bookshelf,1199.33,5,0.15,61.85,West,Mumbai,Maharashtra
ORD-10440,2025-07-06,Customer 080,Consumer,Technology,Accessories,Smartphone,4332.86,7,0.0,822.22,West,Mumbai,Maharashtra
ORD-10149,2025-07-09,Customer 056,Corporate,Technology,Computers,Keyboard,2795.4,7,0.15,446.71,Central,Delhi,Delhi
ORD-10122,2025-07-10,Customer 058,Consumer,Technology,Computers,Keyboard,303.8,1,0.2,26.68,Central,Delhi,Delhi
ORD-10266,2025-07-11,Customer 012,Home Office,Furniture,Chairs,Bookshelf,1685.06,7,0.05,138.52,Central,Delhi,Delhi
ORD-10223,2025-07-12,Customer 015,Home Office,Office Supplies,Binders,File Folder,157.54,4,0.05,31.59,South,Bengaluru,Karnataka
ORD-10256,2025-07-13,Customer 032,Consumer,Office Supplies,Storage,File Folder,209.66,4,0.05,41.27,East,Kolkata,West Bengal
ORD-10331,2025-07-13,Customer 021,Consumer,Furniture,Chairs,Bookshelf,1543.84,4,0.05,97.53,West,Mumbai,Maharashtra
ORD-10279,2025-07-14,Customer 079,Consumer,Office Supplies,Binders,File Folder,459.95,7,0.05,90.55,East,Kolkata,West Bengal
ORD-10001,2025-07-14,Customer 059,Consumer,Furniture,Tables,Desk,704.01,4,0.1,26.24,South,Bengaluru,Karnataka
ORD-10455,2025-07-16,Customer 037,Consumer,Office Supplies,Storage,Storage Box,266.1,4,0.1,31.24,South,Bengaluru,Karnataka
ORD-10042,2025-07-17,Customer 016,Consumer,Technology,Phones,Tablet,2046.99,4,0.15,191.93,Central,Delhi,Delhi
ORD-10055,2025-07-18,Customer 037,Corporate,Furniture,Chairs,Cabinet,1712.23,7,0.1,121.22,Central,Delhi,Delhi
ORD-10004,2025-07-19,Customer 004,Consumer,Office Supplies,Storage,Notebook,263.59,4,0.1,32.65,Central,Delhi,Delhi
ORD-10247,2025-07-24,Customer 039,Corporate,Office Supplies,Binders,Notebook,43.82,1,0.15,6.27,Central,Delhi,Delhi
ORD-10115,2025-07-24,Customer 072,Home Office,Office Supplies,Binders,Binder,200.33,6,0.3,9.31,Central,Delhi,Delhi
ORD-10244,2025-07-26,Customer 012,Corporate,Office Supplies,Paper,Notebook,507.2,7,0.0,98.16,Central,Delhi,Delhi
ORD-10357,2025-07-27,Customer 004,Consumer,Technology,Computers,Tablet,757.34,3,0.0,102.9,South,Bengaluru,Karnataka
ORD-10415,2025-07-28,Customer 035,Consumer,Furniture,Tables,Conference Table,164.53,1,0.1,6.93,Central,Delhi,Delhi
ORD-10086,2025-07-28,Customer 025,Home Office,Office Supplies,Paper,Notebook,378.08,5,0.0,69.01,West,Mumbai,Maharashtra
ORD-10428,2025-07-28,Customer 012,Consumer,Furniture,Tables,Bookshelf,424.49,3,0.2,16.14,Central,Delhi,Delhi
ORD-10335,2025-07-28,Customer 069,Consumer,Technology,Computers,Laptop,2532.86,5,0.0,499.07,West,Mumbai,Maharashtra
ORD-10258,2025-07-29,Customer 069,Consumer,Furniture,Tables,Conference Table,530.14,3,0.1,31.13,South,Bengaluru,Karnataka
ORD-10022,2025-08-02,Customer 033,Consumer,Furniture,Tables,Desk,1389.6,6,0.0,166.1,South,Bengaluru,Karnataka
ORD-10311,2025-08-03,Customer 053,Corporate,Furniture,Chairs,Desk,332.2,4,0.1,24.78,East,Kolkata,West Bengal
ORD-10418,2025-08-05,Customer 057,Consumer,Technology,Accessories,Tablet,1871.3,6,0.15,119.87,West,Mumbai,Maharashtra
ORD-10497,2025-08-06,Customer 080,Corporate,Office Supplies,Binders,Binder,54.56,1,0.0,9.72,West,Mumbai,Maharashtra
